,Year,State,Source,Gen MWh
20855,2003,FL,Hydroelectric Conventional,262667
20856,2003,FL,Natural Gas,68293419
20857,2003,FL,Nuclear,30979481
20858,2003,FL,Other,3710700
20859,2003,FL,Other Biomass,2263695
20860,2003,FL,Other Gases,10505
20861,2003,FL,Petroleum,37204570
20862,2003,FL,Wood and Wood Derived Fuels,2210394
20897,2003,GA,Total,124076834
20898,2003,GA,Coal,78638489
20899,2003,GA,Hydroelectric Conventional,4140270
20900,2003,GA,Natural Gas,4276991
20901,2003,GA,Nuclear,33256649
20902,2003,GA,Other,33196
20903,2003,GA,Other Biomass,133921
20904,2003,GA,Petroleum,1194059
20905,2003,GA,Pumped Storage,-636093
20906,2003,GA,Wood and Wood Derived Fuels,3039353
20932,2003,HI,Total,10976371
20933,2003,HI,Coal,1644137
20934,2003,HI,Geothermal,178292
20935,2003,HI,Hydroelectric Conventional,90505
20936,2003,HI,Other,171897
20937,2003,HI,Other Biomass,347167
20938,2003,HI,Other Gases,40251
20939,2003,HI,Petroleum,8502550
20940,2003,HI,Wind,1572
20962,2003,IA,Total,42116192
20963,2003,IA,Coal,35819945
20964,2003,IA,Hydroelectric Conventional,788593
20965,2003,IA,Natural Gas,312896
20966,2003,IA,Nuclear,3987657
20967,2003,IA,Other,9625
20968,2003,IA,Other Biomass,114170
20969,2003,IA,Petroleum,101336
20970,2003,IA,Wind,981970
20996,2003,ID,Total,10422935
20997,2003,ID,Coal,90290
20998,2003,ID,Hydroelectric Conventional,8354034
20999,2003,ID,Natural Gas,1374820
21000,2003,ID,Other,62722
21001,2003,ID,Petroleum,116
21002,2003,ID,Wood and Wood Derived Fuels,540953
21019,2003,IL,Total,189055260
21020,2003,IL,Coal,87981349
21021,2003,IL,Hydroelectric Conventional,138500
21022,2003,IL,Natural Gas,3902463
21023,2003,IL,Nuclear,94733036
21024,2003,IL,Other,156418
21025,2003,IL,Other Biomass,800927
21026,2003,IL,Other Gases,203627
21027,2003,IL,Petroleum,1120917
21028,2003,IL,Wind,18024
21061,2003,IN,Total,124888217
21062,2003,IN,Coal,117756284
21063,2003,IN,Hydroelectric Conventional,423953
21064,2003,IN,Natural Gas,3049435
21065,2003,IN,Other,491864
21066,2003,IN,Other Biomass,119138
21067,2003,IN,Other Gases,2592257
21068,2003,IN,Petroleum,455287
21096,2003,KS,Total,46567560
21097,2003,KS,Coal,35109616
21098,2003,KS,Hydroelectric Conventional,12435
21099,2003,KS,Natural Gas,1225770
21100,2003,KS,Nuclear,8889667
21101,2003,KS,Petroleum,964132
21102,2003,KS,Wind,365939
21118,2003,KY,Total,91718820
21119,2003,KY,Coal,84060540
21120,2003,KY,Hydroelectric Conventional,3948052
21121,2003,KY,Natural Gas,444405
21122,2003,KY,Other,21672
21123,2003,KY,Other Biomass,764
21124,2003,KY,Other Gases,0
21125,2003,KY,Petroleum,2944911
21126,2003,KY,Wood and Wood Derived Fuels,298476
21143,2003,LA,Total,94885040
21144,2003,LA,Coal,22888930
21145,2003,LA,Hydroelectric Conventional,891991
21146,2003,LA,Natural Gas,45434198
21147,2003,LA,Nuclear,16126322
21148,2003,LA,Other,840117
21149,2003,LA,Other Biomass,64661
21150,2003,LA,Other Gases,2687230
21151,2003,LA,Petroleum,2937948
21152,2003,LA,Wood and Wood Derived Fuels,3013642
21178,2003,MA,Total,48385024
21179,2003,MA,Coal,10896490
21180,2003,MA,Hydroelectric Conventional,1075182
21181,2003,MA,Natural Gas,22423931
21182,2003,MA,Nuclear,4977955
21183,2003,MA,Other,810234
21184,2003,MA,Other Biomass,1133589
21185,2003,MA,Petroleum,7459038
21186,2003,MA,Pumped Storage,-510929
21187,2003,MA,Wood and Wood Derived Fuels,119534
21217,2003,MD,Total,52244237
21218,2003,MD,Coal,29939086
21219,2003,MD,Hydroelectric Conventional,2646984
21220,2003,MD,Natural Gas,1195642
21221,2003,MD,Nuclear,13690713
21222,2003,MD,Other,278224
21223,2003,MD,Other Biomass,370811
21224,2003,MD,Other Gases,325355
21225,2003,MD,Petroleum,3572183
21226,2003,MD,Wood and Wood Derived Fuels,225240
21255,2003,ME,Total,18971635
21256,2003,ME,Coal,376532
21257,2003,ME,Hydroelectric Conventional,3172622
21258,2003,ME,Natural Gas,9438704
21259,2003,ME,Other,478184
21260,2003,ME,Other Biomass,298105
21261,2003,ME,Other Gases,34
21262,2003,ME,Petroleum,1919549
21263,2003,ME,Wood and Wood Derived Fuels,3287905
21295,2003,MI,Total,111347060
21296,2003,MI,Coal,67777483
21297,2003,MI,Hydroelectric Conventional,1385823
21298,2003,MI,Natural Gas,11374544
21299,2003,MI,Nuclear,27953563
21300,2003,MI,Other,309112
21301,2003,MI,Other Biomass,727314
21302,2003,MI,Other Gases,2193
21303,2003,MI,Petroleum,1063893
21304,2003,MI,Pumped Storage,-1017246
21305,2003,MI,Wind,2660
21306,2003,MI,Wood and Wood Derived Fuels,1767721
21347,2003,MN,Total,55050995
21348,2003,MN,Coal,35655529
21349,2003,MN,Hydroelectric Conventional,814573
21350,2003,MN,Natural Gas,1844436
21351,2003,MN,Nuclear,13413828
21352,2003,MN,Other,328935
21353,2003,MN,Other Biomass,486316
21354,2003,MN,Petroleum,873064
21355,2003,MN,Wind,977760
21356,2003,MN,Wood and Wood Derived Fuels,656555
21392,2003,MO,Total,87225087
21393,2003,MO,Coal,74211784
21394,2003,MO,Hydroelectric Conventional,652477
21395,2003,MO,Natural Gas,2624350
21396,2003,MO,Nuclear,9699589
21397,2003,MO,Other,123836
21398,2003,MO,Other Biomass,8297
21399,2003,MO,Other Gases,1652
21400,2003,MO,Petroleum,156914
21401,2003,MO,Pumped Storage,-253991
21402,2003,MO,Wood and Wood Derived Fuels,179
21427,2003,MS,Total,40148278
21428,2003,MS,Coal,17082604
21429,2003,MS,Natural Gas,9477233
21430,2003,MS,Nuclear,10902456
21431,2003,MS,Other,156
21432,2003,MS,Other Biomass,7079
21433,2003,MS,Other Gases,31799
21434,2003,MS,Petroleum,1631855
21435,2003,MS,Wood and Wood Derived Fuels,1015096
21454,2003,MT,Total,26268726
21455,2003,MT,Coal,17048635
21456,2003,MT,Hydroelectric Conventional,8701772
21457,2003,MT,Natural Gas,25468
21458,2003,MT,Other Gases,19520
21459,2003,MT,Petroleum,402164
21460,2003,MT,Wood and Wood Derived Fuels,71168
21479,2003,NC,Total,127582319
21480,2003,NC,Coal,74776231
21481,2003,NC,Hydroelectric Conventional,7200943
21482,2003,NC,Natural Gas,1580366
21483,2003,NC,Nuclear,40906900
21484,2003,NC,Other,239178
21485,2003,NC,Other Biomass,114053
21486,2003,NC,Other Gases,17
21487,2003,NC,Petroleum,783695
21488,2003,NC,Pumped Storage,119273
21489,2003,NC,Wood and Wood Derived Fuels,1861663
21525,2003,ND,Total,31322129
21526,2003,ND,Coal,29427311
21527,2003,ND,Hydroelectric Conventional,1723904
21528,2003,ND,Natural Gas,9446
21529,2003,ND,Other Biomass,602
21530,2003,ND,Other Gases,50096
21531,2003,ND,Petroleum,51892
21532,2003,ND,Wind,58878
21547,2003,NE,Total,30455984
21548,2003,NE,Coal,20954173
21549,2003,NE,Hydroelectric Conventional,980110
21550,2003,NE,Natural Gas,381078
21551,2003,NE,Nuclear,7996902
21552,2003,NE,Other,0
21553,2003,NE,Other Biomass,56442
21554,2003,NE,Other Gases,206
21555,2003,NE,Petroleum,48852
21556,2003,NE,Wind,38221
21577,2003,NH,Total,21597107
21578,2003,NH,Coal,3923303
21579,2003,NH,Hydroelectric Conventional,1331269
21580,2003,NH,Natural Gas,4165465
21581,2003,NH,Nuclear,9276288
21582,2003,NH,Other,60360
21583,2003,NH,Other Biomass,158520
21584,2003,NH,Petroleum,2044527
21585,2003,NH,Wood and Wood Derived Fuels,637376
21606,2003,NJ,Total,57399351
21607,2003,NJ,Coal,9789563
21608,2003,NJ,Hydroelectric Conventional,38891
21609,2003,NJ,Natural Gas,14775577
21610,2003,NJ,Nuclear,29709201
21611,2003,NJ,Other,502304
21612,2003,NJ,Other Biomass,906771
21613,2003,NJ,Other Gases,255374
21614,2003,NJ,Petroleum,1541553
21615,2003,NJ,Pumped Storage,-119882
21645,2003,NM,Total,32735653
21646,2003,NM,Coal,28812844
21647,2003,NM,Hydroelectric Conventional,170699
21648,2003,NM,Natural Gas,3518705
21649,2003,NM,Other Biomass,0
21650,2003,NM,Petroleum,50669
21651,2003,NM,Wind,182735
21669,2003,NV,Total,33194888
21670,2003,NV,Coal,17085959
21671,2003,NV,Geothermal,1065711
21672,2003,NV,Hydroelectric Conventional,1756705
21673,2003,NV,Natural Gas,13252779
21674,2003,NV,Other Gases,16941
21675,2003,NV,Petroleum,16793
21689,2003,NY,Total,137643316
21690,2003,NY,Coal,23581067
21691,2003,NY,Hydroelectric Conventional,24268660
21692,2003,NY,Natural Gas,28156348
21693,2003,NY,Nuclear,40679205
21694,2003,NY,Other,842742
21695,2003,NY,Other Biomass,1282723
21696,2003,NY,Petroleum,19291600
21697,2003,NY,Pumped Storage,-911806
21698,2003,NY,Wind,41201
21699,2003,NY,Wood and Wood Derived Fuels,411576
21737,2003,OH,Total,146638128
21738,2003,OH,Coal,134769137
21739,2003,OH,Hydroelectric Conventional,510835
21740,2003,OH,Natural Gas,1793584
21741,2003,OH,Nuclear,8475016
21742,2003,OH,Other,26163
21743,2003,OH,Other Biomass,33300
21744,2003,OH,Other Gases,212523
21745,2003,OH,Petroleum,410153
21746,2003,OH,Wood and Wood Derived Fuels,407417
21776,2003,OK,Total,60626856
21777,2003,OK,Coal,36676326
21778,2003,OK,Hydroelectric Conventional,1798412
21779,2003,OK,Natural Gas,21822696
21780,2003,OK,Other,7398
21781,2003,OK,Other Biomass,0
21782,2003,OK,Other Gases,45408
21783,2003,OK,Petroleum,161210
21784,2003,OK,Pumped Storage,-206187
21785,2003,OK,Wind,54470
21786,2003,OK,Wood and Wood Derived Fuels,267123
21810,2003,OR,Total,48966139
21811,2003,OR,Coal,4304848
21812,2003,OR,Hydroelectric Conventional,33250332
21813,2003,OR,Natural Gas,10243696
21814,2003,OR,Other,40569
21815,2003,OR,Other Biomass,85066
21816,2003,OR,Petroleum,44096
21817,2003,OR,Wind,443617
21818,2003,OR,Wood and Wood Derived Fuels,553914
21841,2003,PA,Total,206349513
21842,2003,PA,Coal,116009874
21843,2003,PA,Hydroelectric Conventional,3346267
21844,2003,PA,Natural Gas,5518536
21845,2003,PA,Nuclear,74360862
21846,2003,PA,Other,711838
21847,2003,PA,Other Biomass,1250668
21848,2003,PA,Other Gases,508176
21849,2003,PA,Petroleum,4535336
21850,2003,PA,Pumped Storage,-738994
21851,2003,PA,Wind,111521
21852,2003,PA,Wood and Wood Derived Fuels,735429
21892,2003,RI,Total,5621145
21893,2003,RI,Hydroelectric Conventional,6021
21894,2003,RI,Natural Gas,5454997
21895,2003,RI,Other Biomass,101768
21896,2003,RI,Petroleum,58359
21913,2003,SC,Total,93772677
21914,2003,SC,Coal,37432023
21915,2003,SC,Hydroelectric Conventional,3665426
21916,2003,SC,Natural Gas,1662782
21917,2003,SC,Nuclear,50417690
21918,2003,SC,Other,48677
21919,2003,SC,Other Biomass,51687
21920,2003,SC,Other Gases,73
21921,2003,SC,Petroleum,456871
21922,2003,SC,Pumped Storage,-1206813
21923,2003,SC,Wood and Wood Derived Fuels,1244262
21952,2003,SD,Total,7943837
21953,2003,SD,Coal,3431203
21954,2003,SD,Hydroelectric Conventional,4276303
21955,2003,SD,Natural Gas,176024
21956,2003,SD,Petroleum,16058
21957,2003,SD,Wind,44249
21966,2003,TN,Total,92221791
21967,2003,TN,Coal,54921298
21968,2003,TN,Hydroelectric Conventional,12003646
21969,2003,TN,Natural Gas,626987
21970,2003,TN,Nuclear,24152580
21971,2003,TN,Other,7451
21972,2003,TN,Other Biomass,58921
21973,2003,TN,Other Gases,2834
21974,2003,TN,Petroleum,405810
21975,2003,TN,Pumped Storage,-728649
21976,2003,TN,Wind,3933
21977,2003,TN,Wood and Wood Derived Fuels,766982
22001,2003,TX,Total,379199685
22002,2003,TX,Coal,146989510
22003,2003,TX,Hydroelectric Conventional,896539
22004,2003,TX,Natural Gas,184911350
22005,2003,TX,Nuclear,33437484
22006,2003,TX,Other,484320
22007,2003,TX,Other Biomass,359724
22008,2003,TX,Other Gases,5999490
22009,2003,TX,Petroleum,2515255
22010,2003,TX,Wind,2569853
22011,2003,TX,Wood and Wood Derived Fuels,1036160
22113,2003,UT,Total,38023666
22114,2003,UT,Coal,35978648
22115,2003,UT,Geothermal,198465
22116,2003,UT,Hydroelectric Conventional,421339
22117,2003,UT,Natural Gas,1383107
22118,2003,UT,Other,4158
22119,2003,UT,Other Biomass,5083
22120,2003,UT,Other Gases,0
22121,2003,UT,Petroleum,32866
22144,2003,VA,Total,75309420
22145,2003,VA,Coal,37093331
22146,2003,VA,Hydroelectric Conventional,1781569
22147,2003,VA,Natural Gas,4619066
22148,2003,VA,Nuclear,24816022
22149,2003,VA,Other,452936
22150,2003,VA,Other Biomass,673814
22151,2003,VA,Other Gases,2959
22152,2003,VA,Petroleum,5780336
22153,2003,VA,Pumped Storage,-1498159
22154,2003,VA,Wood and Wood Derived Fuels,1587545
22190,2003,VT,Total,6027962
22191,2003,VT,Hydroelectric Conventional,1154038
22192,2003,VT,Natural Gas,2029
22193,2003,VT,Nuclear,4444152
22194,2003,VT,Petroleum,22607
22195,2003,VT,Wind,10829
22196,2003,VT,Wood and Wood Derived Fuels,394307
22209,2003,WA,Total,100094691
22210,2003,WA,Coal,11089796
22211,2003,WA,Hydroelectric Conventional,71756783
22212,2003,WA,Natural Gas,7082605
22213,2003,WA,Nuclear,7614708
22214,2003,WA,Other,56007
22215,2003,WA,Other Biomass,181898
22216,2003,WA,Other Gases,303188
22217,2003,WA,Petroleum,66591
22218,2003,WA,Pumped Storage,-3293
22219,2003,WA,Wind,603674
22220,2003,WA,Wood and Wood Derived Fuels,1342733
22256,2003,WI,Total,60122425
22257,2003,WI,Coal,41717216
22258,2003,WI,Hydroelectric Conventional,1843295
22259,2003,WI,Natural Gas,2478390
22260,2003,WI,Nuclear,12215463
22261,2003,WI,Other,169548
22262,2003,WI,Other Biomass,370701
22263,2003,WI,Petroleum,472788
22264,2003,WI,Wind,97580
22265,2003,WI,Wood and Wood Derived Fuels,757443
22303,2003,WV,Total,94711554
22304,2003,WV,Coal,92468983
22305,2003,WV,Hydroelectric Conventional,1356031
22306,2003,WV,Natural Gas,277837
22307,2003,WV,Other,17052
22308,2003,WV,Other Biomass,4051
22309,2003,WV,Other Gases,169782
22310,2003,WV,Petroleum,247898
22311,2003,WV,Wind,169762
22312,2003,WV,Wood and Wood Derived Fuels,157
22340,2003,WY,Total,43626602
22341,2003,WY,Coal,42341452
22342,2003,WY,Hydroelectric Conventional,593555
22343,2003,WY,Natural Gas,280196
22344,2003,WY,Petroleum,44921
22345,2003,WY,Wind,366478
22360,2004,AK,Total,6526717
22361,2004,AK,Coal,648980
22362,2004,AK,Hydroelectric Conventional,1498020
22363,2004,AK,Natural Gas,3623433
22364,2004,AK,Other Biomass,8828
22365,2004,AK,Petroleum,747068
22366,2004,AK,Wood and Wood Derived Fuels,389
22382,2004,AL,Total,137354771
22383,2004,AL,Coal,74831624
22384,2004,AL,Hydroelectric Conventional,10626221
22385,2004,AL,Natural Gas,15977019
22386,2004,AL,Nuclear,31635789
22387,2004,AL,Other,27917
22388,2004,AL,Other Biomass,22877
22389,2004,AL,Other Gases,181942
22390,2004,AL,Petroleum,295025
22391,2004,AL,Wood and Wood Derived Fuels,3756356
22413,2004,AR,Total,51927632
22414,2004,AR,Coal,25353563
22415,2004,AR,Hydroelectric Conventional,3643439
22416,2004,AR,Natural Gas,5068764
22417,2004,AR,Nuclear,15449851
22418,2004,AR,Other,37950
22419,2004,AR,Other Biomass,32609
22420,2004,AR,Petroleum,538941
22421,2004,AR,Pumped Storage,24745
22422,2004,AR,Wood and Wood Derived Fuels,1777770
22447,2004,AZ,Total,104564143
22448,2004,AZ,Coal,39810556
22449,2004,AZ,Hydroelectric Conventional,6973147
22450,2004,AZ,Natural Gas,28264943
22451,2004,AZ,Nuclear,28112609
22452,2004,AZ,Other,1367550
22453,2004,AZ,Other Biomass,43998
22454,2004,AZ,Petroleum,40516
22455,2004,AZ,Pumped Storage,-53440
22456,2004,AZ,Solar Thermal and Photovoltaic,4265
22480,2004,CA,Total,194780355
22481,2004,CA,Coal,2237808
22482,2004,CA,Geothermal,13105306
22483,2004,CA,Hydroelectric Conventional,34140929
22484,2004,CA,Natural Gas,100222233
22485,2004,CA,Nuclear,30267887
22486,2004,CA,Other,428567
22487,2004,CA,Other Biomass,2161922
22488,2004,CA,Other Gases,2065965
22489,2004,CA,Petroleum,2262897
22490,2004,CA,Pumped Storage,-816831
22491,2004,CA,Solar Thermal and Photovoltaic,570890
22492,2004,CA,Wind,4305875
22493,2004,CA,Wood and Wood Derived Fuels,3826906
22537,2004,CO,Total,47869492
22538,2004,CO,Coal,35848390
22539,2004,CO,Hydroelectric Conventional,1194665
22540,2004,CO,Natural Gas,10747496
22541,2004,CO,Other Biomass,34893
22542,2004,CO,Other Gases,1753
22543,2004,CO,Petroleum,13868
22544,2004,CO,Pumped Storage,-191801
22545,2004,CO,Wind,220141
22546,2004,CO,Wood and Wood Derived Fuels,87
22573,2004,CT,Total,32633408
22574,2004,CT,Coal,4255072
22575,2004,CT,Hydroelectric Conventional,462612
22576,2004,CT,Natural Gas,8107806
22577,2004,CT,Nuclear,16539097
22578,2004,CT,Other,763174
22579,2004,CT,Other Biomass,752362
22580,2004,CT,Other Gases,0
22581,2004,CT,Petroleum,1740112
22582,2004,CT,Pumped Storage,7715
22583,2004,CT,Wood and Wood Derived Fuels,5457
22609,2004,DC,Total,36487
22610,2004,DC,Petroleum,36487
22613,2004,DE,Total,7855553
22614,2004,DE,Coal,4743835
22615,2004,DE,Natural Gas,1718419
22616,2004,DE,Other Gases,289720
22617,2004,DE,Petroleum,1103578
22634,2004,FL,Total,218117928
22635,2004,FL,Coal,64861774
22636,2004,FL,Hydroelectric Conventional,265258
22637,2004,FL,Natural Gas,76576970
22638,2004,FL,Nuclear,31215576
22639,2004,FL,Other,3426594
22640,2004,FL,Other Biomass,2285247
22641,2004,FL,Other Gases,14732
22642,2004,FL,Petroleum,37255452
22643,2004,FL,Wood and Wood Derived Fuels,2216324
22679,2004,GA,Total,126812715
22680,2004,GA,Coal,79942963
22681,2004,GA,Hydroelectric Conventional,3692396
22682,2004,GA,Natural Gas,6129652
22683,2004,GA,Nuclear,33747705
22684,2004,GA,Other,39577
22685,2004,GA,Other Biomass,83464
22686,2004,GA,Petroleum,946528
22687,2004,GA,Pumped Storage,-877846
22688,2004,GA,Wood and Wood Derived Fuels,3108275
22714,2004,HI,Total,11410403
22715,2004,HI,Coal,1603751
22716,2004,HI,Geothermal,213288
22717,2004,HI,Hydroelectric Conventional,93901
22718,2004,HI,Other,170532
22719,2004,HI,Other Biomass,328832
22720,2004,HI,Other Gases,47908
22721,2004,HI,Petroleum,8944696
22722,2004,HI,Wind,7495
22745,2004,IA,Total,43248189
22746,2004,IA,Coal,35272196
22747,2004,IA,Hydroelectric Conventional,945959
22748,2004,IA,Natural Gas,824706
22749,2004,IA,Nuclear,4928948
22750,2004,IA,Other,11883
22751,2004,IA,Other Biomass,105926
22752,2004,IA,Petroleum,108620
22753,2004,IA,Wind,1049952
22779,2004,ID,Total,10863039
22780,2004,ID,Coal,99203
22781,2004,ID,Hydroelectric Conventional,8461655
22782,2004,ID,Natural Gas,1703823
22783,2004,ID,Other,37942
22784,2004,ID,Petroleum,136
22785,2004,ID,Wood and Wood Derived Fuels,560280
22802,2004,IL,Total,191957778
22803,2004,IL,Coal,94401628
22804,2004,IL,Hydroelectric Conventional,153529
22805,2004,IL,Natural Gas,3393312
22806,2004,IL,Nuclear,92047323
22807,2004,IL,Other,131640
22808,2004,IL,Other Biomass,743926
22809,2004,IL,Other Gases,246008
22810,2004,IL,Petroleum,762340
22811,2004,IL,Wind,78073
22845,2004,IN,Total,127770396
22846,2004,IN,Coal,120670932
22847,2004,IN,Hydroelectric Conventional,443721
22848,2004,IN,Natural Gas,2438226
22849,2004,IN,Other,518574
22850,2004,IN,Other Biomass,137370
22851,2004,IN,Other Gases,3136317
22852,2004,IN,Petroleum,425257
22881,2004,KS,Total,46782659
22882,2004,KS,Coal,34593346
22883,2004,KS,Hydroelectric Conventional,12547
22884,2004,KS,Natural Gas,831634
22885,2004,KS,Nuclear,10132736
22886,2004,KS,Petroleum,853763
22887,2004,KS,Wind,358632
22903,2004,KY,Total,94529947
22904,2004,KY,Coal,86120511
22905,2004,KY,Hydroelectric Conventional,3780251
22906,2004,KY,Natural Gas,579840
22907,2004,KY,Other,15528
22908,2004,KY,Other Biomass,61899
22909,2004,KY,Other Gases,1701
22910,2004,KY,Petroleum,3621099
22911,2004,KY,Wood and Wood Derived Fuels,349119
22928,2004,LA,Total,98172309
22929,2004,LA,Coal,23657811
22930,2004,LA,Hydroelectric Conventional,1098825
22931,2004,LA,Natural Gas,46169538
22932,2004,LA,Nuclear,17079981
22933,2004,LA,Other,763590
22934,2004,LA,Other Biomass,76571
22935,2004,LA,Other Gases,2532857
22936,2004,LA,Petroleum,3903315
22937,2004,LA,Wood and Wood Derived Fuels,2889820
22963,2004,MA,Total,47500483
22964,2004,MA,Coal,10526362
22965,2004,MA,Hydroelectric Conventional,998281
22966,2004,MA,Natural Gas,20971721
22967,2004,MA,Nuclear,5938600
22968,2004,MA,Other,800786
22969,2004,MA,Other Biomass,1115565
22970,2004,MA,Petroleum,7533158
22971,2004,MA,Pumped Storage,-498326
22972,2004,MA,Wood and Wood Derived Fuels,114336
23002,2004,MD,Total,52052770
23003,2004,MD,Coal,29195458
23004,2004,MD,Hydroelectric Conventional,2507521
23005,2004,MD,Natural Gas,1183301
23006,2004,MD,Nuclear,14580260
23007,2004,MD,Other,288616
23008,2004,MD,Other Biomass,396824
23009,2004,MD,Other Gases,411565
23010,2004,MD,Petroleum,3296842
23011,2004,MD,Wood and Wood Derived Fuels,192384
23041,2004,ME,Total,19098885
23042,2004,ME,Coal,359410
23043,2004,ME,Hydroelectric Conventional,3430249
23044,2004,ME,Natural Gas,9832187
23045,2004,ME,Other,567052
23046,2004,ME,Other Biomass,411080
23047,2004,ME,Other Gases,38
23048,2004,ME,Petroleum,1311913
23049,2004,ME,Wood and Wood Derived Fuels,3186957
23081,2004,MI,Total,118487269
23082,2004,MI,Coal,68606019
23083,2004,MI,Hydroelectric Conventional,1539584
23084,2004,MI,Natural Gas,14547703
23085,2004,MI,Nuclear,30561961
23086,2004,MI,Other,291381
23087,2004,MI,Other Biomass,689936
23088,2004,MI,Other Gases,598747
23089,2004,MI,Petroleum,896409
23090,2004,MI,Pumped Storage,-1112984
23091,2004,MI,Wind,1875
23092,2004,MI,Wood and Wood Derived Fuels,1866638
23134,2004,MN,Total,52364127
23135,2004,MN,Coal,34000208
23136,2004,MN,Hydroelectric Conventional,738311
23137,2004,MN,Natural Gas,1457584
23138,2004,MN,Nuclear,13295502
23139,2004,MN,Other,292021
23140,2004,MN,Other Biomass,332278
23141,2004,MN,Petroleum,783450
23142,2004,MN,Wind,812371
23143,2004,MN,Wood and Wood Derived Fuels,652401
23179,2004,MO,Total,87632910
23180,2004,MO,Coal,75023555
23181,2004,MO,Hydroelectric Conventional,1479914
23182,2004,MO,Natural Gas,2864851
23183,2004,MO,Nuclear,7830693
23184,2004,MO,Other,110377
23185,2004,MO,Other Biomass,9442
23186,2004,MO,Other Gases,2400
23187,2004,MO,Petroleum,196161
23188,2004,MO,Pumped Storage,115325
23189,2004,MO,Wood and Wood Derived Fuels,192
23214,2004,MS,Total,43662613
23215,2004,MS,Coal,17477688
23216,2004,MS,Natural Gas,11618567
23217,2004,MS,Nuclear,10232766
23218,2004,MS,Other,1541
23219,2004,MS,Other Biomass,3089
23220,2004,MS,Other Gases,40748
23221,2004,MS,Petroleum,2776857
23222,2004,MS,Wood and Wood Derived Fuels,1511357
23241,2004,MT,Total,26788768
23242,2004,MT,Coal,17380228
23243,2004,MT,Hydroelectric Conventional,8856031
23244,2004,MT,Natural Gas,27953
23245,2004,MT,Other Gases,22972
23246,2004,MT,Petroleum,439137
23247,2004,MT,Wood and Wood Derived Fuels,62446
23266,2004,NC,Total,126329957
23267,2004,NC,Coal,75546115
23268,2004,NC,Hydroelectric Conventional,5435199
23269,2004,NC,Natural Gas,2558654
23270,2004,NC,Nuclear,40090623
23271,2004,NC,Other,277403
23272,2004,NC,Other Biomass,112166
23273,2004,NC,Other Gases,0
23274,2004,NC,Petroleum,610909
23275,2004,NC,Pumped Storage,78251
23276,2004,NC,Wood and Wood Derived Fuels,1620636
23313,2004,ND,Total,29936106
23314,2004,ND,Coal,28064224
23315,2004,ND,Hydroelectric Conventional,1545864
23316,2004,ND,Natural Gas,9044
23317,2004,ND,Other,0
23318,2004,ND,Other Biomass,5603
23319,2004,ND,Other Gases,58417
23320,2004,ND,Petroleum,38431
23321,2004,ND,Wind,214523
23337,2004,NE,Total,32008709
23338,2004,NE,Coal,20457085
23339,2004,NE,Hydroelectric Conventional,913021
23340,2004,NE,Natural Gas,297390
23341,2004,NE,Nuclear,10241254
23342,2004,NE,Other,0
23343,2004,NE,Other Biomass,39518
23344,2004,NE,Other Gases,142
23345,2004,NE,Petroleum,21868
23346,2004,NE,Wind,38431
23367,2004,NH,Total,23875787
23368,2004,NH,Coal,4076075
23369,2004,NH,Hydroelectric Conventional,1315756
23370,2004,NH,Natural Gas,5399765
23371,2004,NH,Nuclear,10177573
23372,2004,NH,Other,62915
23373,2004,NH,Other Biomass,155186
23374,2004,NH,Petroleum,1960452
23375,2004,NH,Wood and Wood Derived Fuels,728066
23396,2004,NJ,Total,55882342
23397,2004,NJ,Coal,10322484
23398,2004,NJ,Hydroelectric Conventional,37503
23399,2004,NJ,Natural Gas,15962195
23400,2004,NJ,Nuclear,27081566
23401,2004,NJ,Other,496369
23402,2004,NJ,Other Biomass,805832
23403,2004,NJ,Other Gases,38779
23404,2004,NJ,Petroleum,1424853
23405,2004,NJ,Pumped Storage,-287239
23436,2004,NM,Total,32940361
23437,2004,NM,Coal,29263899
23438,2004,NM,Hydroelectric Conventional,138947
23439,2004,NM,Natural Gas,2992674
23440,2004,NM,Other Biomass,0
23441,2004,NM,Petroleum,31376
23442,2004,NM,Wind,513465
23460,2004,NV,Total,37667435
23461,2004,NV,Coal,18257265
23462,2004,NV,Geothermal,1297504
23463,2004,NV,Hydroelectric Conventional,1615123
23464,2004,NV,Natural Gas,16380743
23465,2004,NV,Other Gases,21033
23466,2004,NV,Petroleum,95766
23481,2004,NY,Total,137964794
23482,2004,NY,Coal,22852704
23483,2004,NY,Hydroelectric Conventional,23989661
23484,2004,NY,Natural Gas,27294045
23485,2004,NY,Nuclear,40640305
23486,2004,NY,Other,884375
23487,2004,NY,Other Biomass,1298097
23488,2004,NY,Petroleum,21205198
23489,2004,NY,Pumped Storage,-813171
23490,2004,NY,Wind,116450
23491,2004,NY,Wood and Wood Derived Fuels,497129
23529,2004,OH,Total,148345905
23530,2004,OH,Coal,128156782
23531,2004,OH,Hydroelectric Conventional,729876
23532,2004,OH,Natural Gas,1390995
23533,2004,OH,Nuclear,15950121
23534,2004,OH,Other,11
23535,2004,OH,Other Biomass,30069
23536,2004,OH,Other Gases,302063
23537,2004,OH,Petroleum,1388281
23538,2004,OH,Wood and Wood Derived Fuels,397708
23568,2004,OK,Total,60729560
23569,2004,OK,Coal,33801386
23570,2004,OK,Hydroelectric Conventional,2976676
23571,2004,OK,Natural Gas,23285579
23572,2004,OK,Other,8867
23573,2004,OK,Other Biomass,0
23574,2004,OK,Petroleum,68312
