,Year,State,Source,Gen MWh
1,1990,AK,Total,5599506
2,1990,AK,Coal,510573
3,1990,AK,Hydroelectric Conventional,974521
4,1990,AK,Natural Gas,3466261
5,1990,AK,Petroleum,497116
6,1990,AK,Wind,0
7,1990,AK,Wood and Wood Derived Fuels,151035
21,1990,AL,Total,79652133
22,1990,AL,Coal,53658115
23,1990,AL,Hydroelectric Conventional,10366507
24,1990,AL,Natural Gas,1020714
25,1990,AL,Nuclear,12051882
26,1990,AL,Other Biomass,47503
27,1990,AL,Other Gases,269476
28,1990,AL,Petroleum,138089
29,1990,AL,Wood and Wood Derived Fuels,2099847
50,1990,AR,Total,39099598
51,1990,AR,Coal,19207935
52,1990,AR,Hydroelectric Conventional,3654653
53,1990,AR,Natural Gas,3578573
54,1990,AR,Nuclear,11282053
55,1990,AR,Other Biomass,15389
56,1990,AR,Petroleum,79979
57,1990,AR,Pumped Storage,42972
58,1990,AR,Wood and Wood Derived Fuels,1238044
76,1990,AZ,Total,62774297
77,1990,AZ,Coal,31915610
78,1990,AZ,Hydroelectric Conventional,7417576
79,1990,AZ,Natural Gas,2333900
80,1990,AZ,Nuclear,20597689
81,1990,AZ,Petroleum,151867
82,1990,AZ,Pumped Storage,249767
83,1990,AZ,Wood and Wood Derived Fuels,107888
99,1990,CA,Total,165784909
100,1990,CA,Coal,2637677
101,1990,CA,Geothermal,14521254
102,1990,CA,Hydroelectric Conventional,23792567
103,1990,CA,Natural Gas,74168308
104,1990,CA,Nuclear,32692807
105,1990,CA,Other,0
106,1990,CA,Other Biomass,2117915
107,1990,CA,Other Gases,2146742
108,1990,CA,Petroleum,5473852
109,1990,CA,Pumped Storage,986252
110,1990,CA,Solar Thermal and Photovoltaic,366668
111,1990,CA,Wind,2758881
112,1990,CA,Wood and Wood Derived Fuels,4121986
154,1990,CO,Total,32548127
155,1990,CO,Coal,29814983
156,1990,CO,Hydroelectric Conventional,1419870
157,1990,CO,Natural Gas,1290092
158,1990,CO,Other Biomass,28990
159,1990,CO,Petroleum,27390
160,1990,CO,Pumped Storage,-33198
180,1990,CT,Total,35147247
181,1990,CT,Coal,3594645
182,1990,CT,Hydroelectric Conventional,570619
183,1990,CT,Natural Gas,1251479
184,1990,CT,Nuclear,19776250
185,1990,CT,Other,0
186,1990,CT,Other Biomass,1073310
187,1990,CT,Other Gases,4
188,1990,CT,Petroleum,8874466
189,1990,CT,Pumped Storage,6474
215,1990,DC,Total,361043
216,1990,DC,Coal,0
217,1990,DC,Petroleum,361043
222,1990,DE,Total,7841500
223,1990,DE,Coal,5113479
224,1990,DE,Natural Gas,763019
225,1990,DE,Other,6315
226,1990,DE,Other Gases,164881
227,1990,DE,Petroleum,1793806
238,1990,FL,Total,131502553
239,1990,FL,Coal,60100257
240,1990,FL,Hydroelectric Conventional,174604
241,1990,FL,Natural Gas,18642683
242,1990,FL,Nuclear,21779560
243,1990,FL,Other,1453102
244,1990,FL,Other Biomass,1673078
245,1990,FL,Petroleum,25535138
246,1990,FL,Wood and Wood Derived Fuels,2144131
272,1990,GA,Total,102686240
273,1990,GA,Coal,68545692
274,1990,GA,Hydroelectric Conventional,4589117
275,1990,GA,Natural Gas,830180
276,1990,GA,Nuclear,24796884
277,1990,GA,Other,1
278,1990,GA,Other Biomass,135457
279,1990,GA,Petroleum,499480
280,1990,GA,Pumped Storage,342110
281,1990,GA,Wood and Wood Derived Fuels,2947319
304,1990,HI,Total,9702752
305,1990,HI,Coal,2381
306,1990,HI,Geothermal,0
307,1990,HI,Hydroelectric Conventional,79516
308,1990,HI,Other Biomass,840005
309,1990,HI,Other Gases,16163
310,1990,HI,Petroleum,8735862
311,1990,HI,Wind,28825
331,1990,IA,Total,30044506
332,1990,IA,Coal,25751941
333,1990,IA,Hydroelectric Conventional,875114
334,1990,IA,Natural Gas,333390
335,1990,IA,Nuclear,3011572
336,1990,IA,Other Biomass,18018
337,1990,IA,Petroleum,54471
361,1990,ID,Total,9691475
362,1990,ID,Coal,44371
363,1990,ID,Hydroelectric Conventional,9114990
364,1990,ID,Natural Gas,55714
365,1990,ID,Other,65203
366,1990,ID,Petroleum,994
367,1990,ID,Wood and Wood Derived Fuels,410203
381,1990,IL,Total,129392471
382,1990,IL,Coal,54966018
383,1990,IL,Hydroelectric Conventional,143926
384,1990,IL,Natural Gas,1419891
385,1990,IL,Nuclear,71887302
386,1990,IL,Other Biomass,154855
387,1990,IL,Other Gases,381562
388,1990,IL,Petroleum,438584
389,1990,IL,Wood and Wood Derived Fuels,333
412,1990,IN,Total,101417116
413,1990,IN,Coal,96925554
414,1990,IN,Hydroelectric Conventional,441021
415,1990,IN,Natural Gas,1470837
416,1990,IN,Other Biomass,37117
417,1990,IN,Other Gases,1674549
418,1990,IN,Petroleum,868038
434,1990,KS,Total,34184857
435,1990,KS,Coal,23720258
436,1990,KS,Hydroelectric Conventional,13234
437,1990,KS,Natural Gas,2502807
438,1990,KS,Nuclear,7874487
439,1990,KS,Petroleum,74026
440,1990,KS,Wind,45
453,1990,KY,Total,73807286
454,1990,KY,Coal,70500461
455,1990,KY,Hydroelectric Conventional,3160383
456,1990,KY,Natural Gas,27796
457,1990,KY,Petroleum,118646
463,1990,LA,Total,76465630
464,1990,LA,Coal,17856687
465,1990,LA,Hydroelectric Conventional,656492
466,1990,LA,Natural Gas,39474866
467,1990,LA,Nuclear,14196784
468,1990,LA,Other,1292819
469,1990,LA,Other Biomass,91646
470,1990,LA,Other Gases,440700
471,1990,LA,Petroleum,232098
472,1990,LA,Wood and Wood Derived Fuels,2223538
496,1990,MA,Total,39811011
497,1990,MA,Coal,11365893
498,1990,MA,Hydroelectric Conventional,1249242
499,1990,MA,Natural Gas,6132702
500,1990,MA,Nuclear,5069620
501,1990,MA,Other Biomass,1560515
502,1990,MA,Other Gases,830
503,1990,MA,Petroleum,15101792
504,1990,MA,Pumped Storage,-669583
505,1990,MA,Wood and Wood Derived Fuels,0
535,1990,MD,Total,33162292
536,1990,MD,Coal,23509862
537,1990,MD,Hydroelectric Conventional,2298910
538,1990,MD,Natural Gas,1522443
539,1990,MD,Nuclear,1251416
540,1990,MD,Other Biomass,371074
541,1990,MD,Other Gases,488197
542,1990,MD,Petroleum,3571272
543,1990,MD,Wood and Wood Derived Fuels,149118
568,1990,ME,Total,15946014
569,1990,ME,Coal,453218
570,1990,ME,Hydroelectric Conventional,4090536
571,1990,ME,Natural Gas,50786
572,1990,ME,Nuclear,4860727
573,1990,ME,Other Biomass,360798
574,1990,ME,Petroleum,3081100
575,1990,ME,Wood and Wood Derived Fuels,3048849
602,1990,MI,Total,100059737
603,1990,MI,Coal,67066870
604,1990,MI,Hydroelectric Conventional,1627918
605,1990,MI,Natural Gas,7837956
606,1990,MI,Nuclear,21610500
607,1990,MI,Other Biomass,310842
608,1990,MI,Other Gases,340949
609,1990,MI,Petroleum,861725
610,1990,MI,Pumped Storage,-694986
611,1990,MI,Wood and Wood Derived Fuels,1097963
642,1990,MN,Total,43070376
643,1990,MN,Coal,28176280
644,1990,MN,Hydroelectric Conventional,857046
645,1990,MN,Natural Gas,539839
646,1990,MN,Nuclear,12139302
647,1990,MN,Other Biomass,484811
648,1990,MN,Petroleum,447814
649,1990,MN,Wind,266
650,1990,MN,Wood and Wood Derived Fuels,425018
675,1990,MO,Total,59352830
676,1990,MO,Coal,48796793
677,1990,MO,Hydroelectric Conventional,2192115
678,1990,MO,Natural Gas,312109
679,1990,MO,Nuclear,7998039
680,1990,MO,Petroleum,90033
681,1990,MO,Pumped Storage,-36259
697,1990,MS,Total,25201417
698,1990,MS,Coal,9526527
699,1990,MS,Natural Gas,5919664
700,1990,MS,Nuclear,7422131
701,1990,MS,Petroleum,738971
702,1990,MS,Wood and Wood Derived Fuels,1594124
713,1990,MT,Total,26029772
714,1990,MT,Coal,15119619
715,1990,MT,Hydroelectric Conventional,10716817
716,1990,MT,Natural Gas,55255
717,1990,MT,Petroleum,28982
718,1990,MT,Wind,0
719,1990,MT,Wood and Wood Derived Fuels,109099
734,1990,NC,Total,84925767
735,1990,NC,Coal,49821595
736,1990,NC,Hydroelectric Conventional,6819427
737,1990,NC,Natural Gas,203465
738,1990,NC,Nuclear,25905319
739,1990,NC,Other,203406
740,1990,NC,Other Biomass,26270
741,1990,NC,Petroleum,328025
742,1990,NC,Pumped Storage,180046
743,1990,NC,Wood and Wood Derived Fuels,1438214
769,1990,ND,Total,26993261
770,1990,ND,Coal,25189003
771,1990,ND,Hydroelectric Conventional,1711148
772,1990,ND,Natural Gas,51563
773,1990,ND,Petroleum,41547
783,1990,NE,Total,21633587
784,1990,NE,Coal,12661150
785,1990,NE,Hydroelectric Conventional,1140093
786,1990,NE,Natural Gas,308065
787,1990,NE,Nuclear,7511298
788,1990,NE,Petroleum,12981
798,1990,NH,Total,12405196
799,1990,NH,Coal,2959203
800,1990,NH,Hydroelectric Conventional,1881087
801,1990,NH,Natural Gas,0
802,1990,NH,Nuclear,4080691
803,1990,NH,Other Biomass,147524
804,1990,NH,Petroleum,2346493
805,1990,NH,Wood and Wood Derived Fuels,990198
826,1990,NJ,Total,39968834
827,1990,NJ,Coal,7057820
828,1990,NJ,Hydroelectric Conventional,31351
829,1990,NJ,Natural Gas,6914325
830,1990,NJ,Nuclear,23770387
831,1990,NJ,Other Biomass,246058
832,1990,NJ,Petroleum,2094969
833,1990,NJ,Pumped Storage,-149547
834,1990,NJ,Wood and Wood Derived Fuels,3471
858,1990,NM,Total,28820204
859,1990,NM,Coal,25826928
860,1990,NM,Hydroelectric Conventional,205435
861,1990,NM,Natural Gas,2738087
862,1990,NM,Other Biomass,14128
863,1990,NM,Petroleum,35626
877,1990,NV,Total,20050685
878,1990,NV,Coal,15053277
879,1990,NV,Geothermal,761192
880,1990,NV,Hydroelectric Conventional,1735081
881,1990,NV,Natural Gas,2217027
882,1990,NV,Petroleum,284108
891,1990,NY,Total,135345692
892,1990,NY,Coal,25913047
893,1990,NY,Hydroelectric Conventional,28188222
894,1990,NY,Natural Gas,22724335
895,1990,NY,Nuclear,23623356
896,1990,NY,Other Biomass,1568979
897,1990,NY,Other Gases,89034
898,1990,NY,Petroleum,33884855
899,1990,NY,Pumped Storage,-1054095
900,1990,NY,Wood and Wood Derived Fuels,407959
933,1990,OH,Total,127980527
934,1990,OH,Coal,115832650
935,1990,OH,Hydroelectric Conventional,181395
936,1990,OH,Natural Gas,241585
937,1990,OH,Nuclear,10663897
938,1990,OH,Other Biomass,304285
939,1990,OH,Other Gases,64159
940,1990,OH,Petroleum,374481
941,1990,OH,Wood and Wood Derived Fuels,318075
965,1990,OK,Total,47079131
966,1990,OK,Coal,25655347
967,1990,OK,Hydroelectric Conventional,2730594
968,1990,OK,Natural Gas,18236766
969,1990,OK,Other Biomass,1780
970,1990,OK,Other Gases,88970
971,1990,OK,Petroleum,76947
972,1990,OK,Pumped Storage,19764
973,1990,OK,Wood and Wood Derived Fuels,268963
992,1990,OR,Total,50372236
993,1990,OR,Coal,1317344
994,1990,OR,Hydroelectric Conventional,41240367
995,1990,OR,Natural Gas,819328
996,1990,OR,Nuclear,6073796
997,1990,OR,Other Biomass,90487
998,1990,OR,Petroleum,27777
999,1990,OR,Wind,539
1000,1990,OR,Wood and Wood Derived Fuels,802598
1022,1990,PA,Total,175623311
1023,1990,PA,Coal,106677155
1024,1990,PA,Hydroelectric Conventional,2869192
1025,1990,PA,Natural Gas,2833882
1026,1990,PA,Nuclear,57787051
1027,1990,PA,Other,732
1028,1990,PA,Other Biomass,300109
1029,1990,PA,Other Gases,841604
1030,1990,PA,Petroleum,4654522
1031,1990,PA,Pumped Storage,-879249
1032,1990,PA,Wood and Wood Derived Fuels,538313
1063,1990,RI,Total,1107316
1064,1990,RI,Coal,0
1065,1990,RI,Hydroelectric Conventional,9946
1066,1990,RI,Natural Gas,876943
1067,1990,RI,Other Biomass,34756
1068,1990,RI,Petroleum,185671
1083,1990,SC,Total,71363174
1084,1990,SC,Coal,23411867
1085,1990,SC,Hydroelectric Conventional,3298066
1086,1990,SC,Natural Gas,787535
1087,1990,SC,Nuclear,42880669
1088,1990,SC,Other Biomass,49561
1089,1990,SC,Petroleum,172575
1090,1990,SC,Pumped Storage,-506389
1091,1990,SC,Wood and Wood Derived Fuels,1269290
1112,1990,SD,Total,6427473
1113,1990,SD,Coal,2472514
1114,1990,SD,Hydroelectric Conventional,3934402
1115,1990,SD,Natural Gas,12408
1116,1990,SD,Petroleum,8149
1122,1990,TN,Total,76187609
1123,1990,TN,Coal,51825606
1124,1990,TN,Hydroelectric Conventional,10015363
1125,1990,TN,Natural Gas,224146
1126,1990,TN,Nuclear,14002591
1127,1990,TN,Other,45000
1128,1990,TN,Other Biomass,44919
1129,1990,TN,Other Gases,4210
1130,1990,TN,Petroleum,137067
1131,1990,TN,Pumped Storage,-478151
1132,1990,TN,Wood and Wood Derived Fuels,366858
1152,1990,TX,Total,281559635
1153,1990,TX,Coal,120921396
1154,1990,TX,Hydroelectric Conventional,1793625
1155,1990,TX,Natural Gas,136234325
1156,1990,TX,Nuclear,15859258
1157,1990,TX,Other,488731
1158,1990,TX,Other Biomass,333132
1159,1990,TX,Other Gases,2997509
1160,1990,TX,Petroleum,1827803
1161,1990,TX,Solar Thermal and Photovoltaic,385
1162,1990,TX,Wood and Wood Derived Fuels,1103471
1252,1990,UT,Total,32563539
1253,1990,UT,Coal,31522926
1254,1990,UT,Geothermal,151825
1255,1990,UT,Hydroelectric Conventional,508443
1256,1990,UT,Natural Gas,146488
1257,1990,UT,Other Gases,182005
1258,1990,UT,Petroleum,51852
1259,1990,UT,Pumped Storage,0
1277,1990,VA,Total,52564458
1278,1990,VA,Coal,23899902
1279,1990,VA,Hydroelectric Conventional,1309499
1280,1990,VA,Natural Gas,1134809
1281,1990,VA,Nuclear,23820152
1282,1990,VA,Other Biomass,620794
1283,1990,VA,Petroleum,1438264
1284,1990,VA,Pumped Storage,-833669
1285,1990,VA,Solar Thermal and Photovoltaic,34
1286,1990,VA,Wood and Wood Derived Fuels,1174673
1311,1990,VT,Total,5164108
1312,1990,VT,Hydroelectric Conventional,1365031
1313,1990,VT,Natural Gas,65281
1314,1990,VT,Nuclear,3616268
1315,1990,VT,Petroleum,2543
1316,1990,VT,Wind,0
1317,1990,VT,Wood and Wood Derived Fuels,114985
1330,1990,WA,Total,102071533
1331,1990,WA,Coal,7390279
1332,1990,WA,Hydroelectric Conventional,87466708
1333,1990,WA,Natural Gas,288058
1334,1990,WA,Nuclear,5742027
1335,1990,WA,Other,3750
1336,1990,WA,Other Biomass,6499
1337,1990,WA,Other Gases,8460
1338,1990,WA,Petroleum,42981
1339,1990,WA,Pumped Storage,0
1340,1990,WA,Wood and Wood Derived Fuels,1122771
1367,1990,WI,Total,47768857
1368,1990,WI,Coal,33168941
1369,1990,WI,Hydroelectric Conventional,2014412
1370,1990,WI,Natural Gas,347204
1371,1990,WI,Nuclear,11225913
1372,1990,WI,Other Biomass,149770
1373,1990,WI,Petroleum,179457
1374,1990,WI,Wind,44
1375,1990,WI,Wood and Wood Derived Fuels,683116
1406,1990,WV,Total,79539544
1407,1990,WV,Coal,77643366
1408,1990,WV,Hydroelectric Conventional,1295051
1409,1990,WV,Natural Gas,90063
1410,1990,WV,Other,11207
1411,1990,WV,Other Gases,174182
1412,1990,WV,Petroleum,325675
1427,1990,WY,Total,39974965
1428,1990,WY,Coal,38908467
1429,1990,WY,Hydroelectric Conventional,644613
1430,1990,WY,Natural Gas,268202
1431,1990,WY,Other,45396
1432,1990,WY,Other Gases,8642
1433,1990,WY,Petroleum,49205
1434,1990,WY,Wood and Wood Derived Fuels,50440
1447,1991,AK,Total,5389828
1448,1991,AK,Coal,520514
1449,1991,AK,Hydroelectric Conventional,896113
1450,1991,AK,Natural Gas,3319395
1451,1991,AK,Petroleum,513425
1452,1991,AK,Wind,0
1453,1991,AK,Wood and Wood Derived Fuels,140381
1468,1991,AL,Total,88786612
1469,1991,AL,Coal,58222842
1470,1991,AL,Hydroelectric Conventional,10757723
1471,1991,AL,Natural Gas,1222500
1472,1991,AL,Nuclear,15874637
1473,1991,AL,Other Biomass,31330
1474,1991,AL,Other Gases,293206
1475,1991,AL,Petroleum,167824
1476,1991,AL,Wood and Wood Derived Fuels,2216550
1496,1991,AR,Total,40651244
1497,1991,AR,Coal,19644712
1498,1991,AR,Hydroelectric Conventional,3546966
1499,1991,AR,Natural Gas,3324886
1500,1991,AR,Nuclear,12661793
1501,1991,AR,Other Biomass,16613
1502,1991,AR,Petroleum,68257
1503,1991,AR,Pumped Storage,14103
1504,1991,AR,Wood and Wood Derived Fuels,1373914
1522,1991,AZ,Total,67202551
1523,1991,AZ,Coal,32557748
1524,1991,AZ,Hydroelectric Conventional,6735540
1525,1991,AZ,Natural Gas,2226388
1526,1991,AZ,Nuclear,25095776
1527,1991,AZ,Petroleum,117399
1528,1991,AZ,Pumped Storage,362912
1529,1991,AZ,Wood and Wood Derived Fuels,106788
1545,1991,CA,Total,158947642
1546,1991,CA,Coal,2632419
1547,1991,CA,Geothermal,14784796
1548,1991,CA,Hydroelectric Conventional,21957064
1549,1991,CA,Natural Gas,74006160
1550,1991,CA,Nuclear,31541799
1551,1991,CA,Other,5112
1552,1991,CA,Other Biomass,2471400
1553,1991,CA,Other Gases,1978403
1554,1991,CA,Petroleum,1970119
1555,1991,CA,Pumped Storage,99860
1556,1991,CA,Solar Thermal and Photovoltaic,471361
1557,1991,CA,Wind,2914505
1558,1991,CA,Wood and Wood Derived Fuels,4114644
1600,1991,CO,Total,32321593
1601,1991,CO,Coal,29134010
1602,1991,CO,Hydroelectric Conventional,1794290
1603,1991,CO,Natural Gas,1314681
1604,1991,CO,Other Biomass,58832
1605,1991,CO,Petroleum,37910
1606,1991,CO,Pumped Storage,-18130
1626,1991,CT,Total,27036467
1627,1991,CT,Coal,3633427
1628,1991,CT,Hydroelectric Conventional,433338
1629,1991,CT,Natural Gas,1571856
1630,1991,CT,Nuclear,12242911
1631,1991,CT,Other,0
1632,1991,CT,Other Biomass,1162621
1633,1991,CT,Other Gases,2646
1634,1991,CT,Petroleum,7993224
1635,1991,CT,Pumped Storage,-3556
1663,1991,DC,Total,179814
1664,1991,DC,Coal,0
1665,1991,DC,Petroleum,179814
1670,1991,DE,Total,7838132
1671,1991,DE,Coal,4820759
1672,1991,DE,Natural Gas,1110236
1673,1991,DE,Other,6315
1674,1991,DE,Other Gases,0
1675,1991,DE,Petroleum,1900822
1686,1991,FL,Total,139416689
1687,1991,FL,Coal,62013484
1688,1991,FL,Hydroelectric Conventional,263066
1689,1991,FL,Natural Gas,19758810
1690,1991,FL,Nuclear,20507569
1691,1991,FL,Other,1917539
1692,1991,FL,Other Biomass,2259842
1693,1991,FL,Other Gases,10292
1694,1991,FL,Petroleum,30599959
1695,1991,FL,Wood and Wood Derived Fuels,2086128
1722,1991,GA,Total,96173131
1723,1991,GA,Coal,61034072
1724,1991,GA,Hydroelectric Conventional,4232058
1725,1991,GA,Natural Gas,809826
1726,1991,GA,Nuclear,26016023
1727,1991,GA,Other,431
1728,1991,GA,Other Biomass,65788
1729,1991,GA,Petroleum,541032
1730,1991,GA,Pumped Storage,432291
1731,1991,GA,Wood and Wood Derived Fuels,3041610
1751,1991,HI,Total,8703235
1752,1991,HI,Coal,7612
1753,1991,HI,Hydroelectric Conventional,70988
1754,1991,HI,Other Biomass,823082
1755,1991,HI,Other Gases,51479
1756,1991,HI,Petroleum,7714453
1757,1991,HI,Wind,35621
1775,1991,IA,Total,32267856
1776,1991,IA,Coal,26756771
1777,1991,IA,Hydroelectric Conventional,901111
1778,1991,IA,Natural Gas,388004
1779,1991,IA,Nuclear,4146811
1780,1991,IA,Other Biomass,25267
1781,1991,IA,Petroleum,49892
1806,1991,ID,Total,9428619
1807,1991,ID,Coal,16359
1808,1991,ID,Hydroelectric Conventional,8745279
1809,1991,ID,Natural Gas,107243
1810,1991,ID,Other,61948
1811,1991,ID,Other Biomass,9784
1812,1991,ID,Petroleum,361
1813,1991,ID,Wood and Wood Derived Fuels,487645
1828,1991,IL,Total,130274345
1829,1991,IL,Coal,55060170
1830,1991,IL,Hydroelectric Conventional,134457
1831,1991,IL,Natural Gas,1735870
1832,1991,IL,Nuclear,71866091
1833,1991,IL,Other Biomass,182055
1834,1991,IL,Other Gases,385381
1835,1991,IL,Petroleum,910110
1836,1991,IL,Wood and Wood Derived Fuels,211
1861,1991,IN,Total,101981299
1862,1991,IN,Coal,97457227
1863,1991,IN,Hydroelectric Conventional,399051
1864,1991,IN,Natural Gas,1454748
1865,1991,IN,Other Biomass,33114
1866,1991,IN,Other Gases,2107806
1867,1991,IN,Petroleum,529353
1883,1991,KS,Total,32630743
1884,1991,KS,Coal,23435008
1885,1991,KS,Hydroelectric Conventional,10567
1886,1991,KS,Natural Gas,3265529
1887,1991,KS,Nuclear,5858613
1888,1991,KS,Petroleum,60984
1889,1991,KS,Wind,42
1902,1991,KY,Total,75505081
1903,1991,KY,Coal,71713851
1904,1991,KY,Hydroelectric Conventional,3657801
1905,1991,KY,Natural Gas,21871
1906,1991,KY,Petroleum,111558
1912,1991,LA,Total,74972693
1913,1991,LA,Coal,18968479
1914,1991,LA,Hydroelectric Conventional,656492
1915,1991,LA,Natural Gas,36363381
1916,1991,LA,Nuclear,13956196
1917,1991,LA,Other,1583053
1918,1991,LA,Other Biomass,91661
1919,1991,LA,Other Gases,955600
1920,1991,LA,Petroleum,55760
1921,1991,LA,Wood and Wood Derived Fuels,2342071
1944,1991,MA,Total,41019791
1945,1991,MA,Coal,11985593
1946,1991,MA,Hydroelectric Conventional,1114929
1947,1991,MA,Natural Gas,6329862
1948,1991,MA,Nuclear,4416611
1949,1991,MA,Other Biomass,1634651
1950,1991,MA,Other Gases,800
1951,1991,MA,Petroleum,16159825
1952,1991,MA,Pumped Storage,-622480
1981,1991,MD,Total,39850884
1982,1991,MD,Coal,22835671
1983,1991,MD,Hydroelectric Conventional,1407287
1984,1991,MD,Natural Gas,1517463
1985,1991,MD,Nuclear,9036100
1986,1991,MD,Other Biomass,336551
1987,1991,MD,Other Gases,478704
1988,1991,MD,Petroleum,4078506
1989,1991,MD,Wood and Wood Derived Fuels,160602
2013,1991,ME,Total,17344783
2014,1991,ME,Coal,857960
2015,1991,ME,Hydroelectric Conventional,3817231
2016,1991,ME,Natural Gas,49101
2017,1991,ME,Nuclear,6264366
2018,1991,ME,Other Biomass,384419
2019,1991,ME,Petroleum,2152209
2020,1991,ME,Wood and Wood Derived Fuels,3819497
2047,1991,MI,Total,105978124
2048,1991,MI,Coal,66878223
2049,1991,MI,Hydroelectric Conventional,1751668
2050,1991,MI,Natural Gas,8499078
2051,1991,MI,Nuclear,27021214
2052,1991,MI,Other,28221
2053,1991,MI,Other Biomass,504978
2054,1991,MI,Other Gases,217829
2055,1991,MI,Petroleum,658567
2056,1991,MI,Pumped Storage,-795785
2057,1991,MI,Wood and Wood Derived Fuels,1214131
2092,1991,MN,Total,42132110
2093,1991,MN,Coal,26783813
2094,1991,MN,Hydroelectric Conventional,1037092
2095,1991,MN,Natural Gas,803940
2096,1991,MN,Nuclear,12059055
2097,1991,MN,Other Biomass,439811
2098,1991,MN,Petroleum,583697
2099,1991,MN,Wind,237
2100,1991,MN,Wood and Wood Derived Fuels,424465
2124,1991,MO,Total,60474726
2125,1991,MO,Coal,48211692
2126,1991,MO,Hydroelectric Conventional,1119389
2127,1991,MO,Natural Gas,1093001
2128,1991,MO,Nuclear,9979371
2129,1991,MO,Petroleum,119145
2130,1991,MO,Pumped Storage,-47872
2146,1991,MS,Total,25876616
2147,1991,MS,Coal,8790265
2148,1991,MS,Natural Gas,5718936
2149,1991,MS,Nuclear,9132933
2150,1991,MS,Petroleum,396188
2151,1991,MS,Wood and Wood Derived Fuels,1838294
2162,1991,MT,Total,28553148
2163,1991,MT,Coal,16432520
2164,1991,MT,Hydroelectric Conventional,11970007
2165,1991,MT,Natural Gas,32344
2166,1991,MT,Petroleum,19654
2167,1991,MT,Wind,0
2168,1991,MT,Wood and Wood Derived Fuels,98623
2184,1991,NC,Total,89375284
2185,1991,NC,Coal,50767188
2186,1991,NC,Hydroelectric Conventional,5850120
2187,1991,NC,Natural Gas,385907
2188,1991,NC,Nuclear,30312425
2189,1991,NC,Other,226926
2190,1991,NC,Other Biomass,44128
2191,1991,NC,Petroleum,275785
2192,1991,NC,Pumped Storage,216432
2193,1991,NC,Wood and Wood Derived Fuels,1296373
2223,1991,ND,Total,27679148
2224,1991,ND,Coal,25828747
2225,1991,ND,Hydroelectric Conventional,1756684
2226,1991,ND,Natural Gas,940
2227,1991,ND,Other Gases,40131
2228,1991,ND,Petroleum,52646
2239,1991,NE,Total,23000347
2240,1991,NE,Coal,13591228
2241,1991,NE,Hydroelectric Conventional,1044671
2242,1991,NE,Natural Gas,303327
2243,1991,NE,Nuclear,8047662
2244,1991,NE,Petroleum,13459
2253,1991,NH,Total,14221341
2254,1991,NH,Coal,3168054
2255,1991,NH,Hydroelectric Conventional,1585286
2256,1991,NH,Natural Gas,-1
2257,1991,NH,Nuclear,6787851
2258,1991,NH,Other Biomass,141432
2259,1991,NH,Petroleum,1592175
2260,1991,NH,Wood and Wood Derived Fuels,946544
2281,1991,NJ,Total,43526466
2282,1991,NJ,Coal,5237132
2283,1991,NJ,Hydroelectric Conventional,21598
2284,1991,NJ,Natural Gas,10592907
2285,1991,NJ,Nuclear,24806606
2286,1991,NJ,Other Biomass,804765
2287,1991,NJ,Other Gases,67544
2288,1991,NJ,Petroleum,2151098
2289,1991,NJ,Pumped Storage,-155184
2313,1991,NM,Total,25277222
2314,1991,NM,Coal,22129312
2315,1991,NM,Hydroelectric Conventional,237108
2316,1991,NM,Natural Gas,2863662
2317,1991,NM,Other Biomass,14128
2318,1991,NM,Petroleum,33012
2332,1991,NV,Total,22065204
2333,1991,NV,Coal,16365730
2334,1991,NV,Geothermal,995408
2335,1991,NV,Hydroelectric Conventional,2365050
2336,1991,NV,Natural Gas,2094971
2337,1991,NV,Other,1568
2338,1991,NV,Petroleum,242477
2351,1991,NY,Total,134600499
2352,1991,NY,Coal,26659951
2353,1991,NY,Hydroelectric Conventional,27172120
2354,1991,NY,Natural Gas,23074027
2355,1991,NY,Nuclear,28448293
2356,1991,NY,Other Biomass,1660364
2357,1991,NY,Other Gases,51520
2358,1991,NY,Petroleum,28220555
2359,1991,NY,Pumped Storage,-1007269
2360,1991,NY,Wood and Wood Derived Fuels,320938
2393,1991,OH,Total,134036497
2394,1991,OH,Coal,117502355
2395,1991,OH,Hydroelectric Conventional,154224
2396,1991,OH,Natural Gas,364566
2397,1991,OH,Nuclear,14832789
2398,1991,OH,Other Biomass,324478
2399,1991,OH,Other Gases,57312
2400,1991,OH,Petroleum,427742
2401,1991,OH,Wood and Wood Derived Fuels,373031
2423,1991,OK,Total,49099117
2424,1991,OK,Coal,28404639
2425,1991,OK,Hydroelectric Conventional,1922137
2426,1991,OK,Natural Gas,18416871
2427,1991,OK,Other Biomass,0
2428,1991,OK,Other Gases,106620
2429,1991,OK,Petroleum,46069
2430,1991,OK,Pumped Storage,-65352
2431,1991,OK,Wood and Wood Derived Fuels,268133
2450,1991,OR,Total,47444889
2451,1991,OR,Coal,2814199
2452,1991,OR,Hydroelectric Conventional,41088337
2453,1991,OR,Natural Gas,1223154
2454,1991,OR,Nuclear,1465368
2455,1991,OR,Other Biomass,91428
2456,1991,OR,Petroleum,11000
2457,1991,OR,Wind,539
2458,1991,OR,Wood and Wood Derived Fuels,750864
2482,1991,PA,Total,172762709
2483,1991,PA,Coal,106028875
2484,1991,PA,Hydroelectric Conventional,1920358
2485,1991,PA,Natural Gas,2108889
2486,1991,PA,Nuclear,57475671
2487,1991,PA,Other,107372
